LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
KOR,BCI,AMPLITUD,LTRENDIDX,M,2014-04,99.3717,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2014-05,99.24672,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2014-06,99.06019,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2014-07,98.91998,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2014-08,98.86006,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2014-09,98.86895,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2014-10,98.87511,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2014-11,98.92437,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2014-12,99.06196,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2015-01,99.24601,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2015-02,99.39626,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2015-03,99.39628,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2015-04,99.24129,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2015-05,98.88911,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2015-06,98.56417,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2015-07,98.43906,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2015-08,98.43786,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2015-09,98.47299,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2015-10,98.52098,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2015-11,98.51277,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2015-12,98.43481,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2016-01,98.37448,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2016-02,98.37453,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2016-03,98.49338,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2016-04,98.65608,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2016-05,98.72172,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2016-06,98.73058,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2016-07,98.72671,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2016-08,98.71181,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2016-09,98.68638,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2016-10,98.70187,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2016-11,98.77431,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2016-12,98.86884,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2017-01,99.01357,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2017-02,99.16779,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2017-03,99.30078,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2017-04,99.31207,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2017-05,99.23383,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2017-06,99.14502,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2017-07,99.10065,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2017-08,99.10876,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2017-09,99.13756,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2017-10,99.18182,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2017-11,99.19683,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2017-12,99.1659,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2018-01,99.0481,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2018-02,98.92097,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2018-03,98.83751,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2018-04,98.87878,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2018-05,98.93931,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2018-06,98.94665,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2018-07,98.83807,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2018-08,98.73954,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2018-09,98.66442,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2018-10,98.61205,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2018-11,98.60558,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2018-12,98.5953,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2019-01,98.6142,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2019-02,98.67638,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2019-03,98.75825,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2019-04,98.81078,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2019-05,98.78946,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2019-06,98.63901,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2019-07,98.46374,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2019-08,98.37992,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2019-09,98.39301,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2019-10,98.44418,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2019-11,98.5463,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2019-12,98.58374,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2020-01,98.47099,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2020-02,98.07803,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2020-03,97.41756,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2020-04,96.81441,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2020-05,96.52281,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2020-06,96.65886,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2020-07,97.04507,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2020-08,97.52138,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2020-09,98.00609,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2020-10,98.46661,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2020-11,98.77007,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2020-12,98.96799,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2021-01,99.25356,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2021-02,99.65201,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2021-03,100.1449,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2021-04,100.6069,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2021-05,100.7973,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2021-06,100.755,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2021-07,100.571,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2021-08,100.3555,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2021-09,100.1248,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2021-10,100.016,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2021-11,100.034,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2021-12,100.0852,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2022-01,100.1089,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2022-02,100.1004,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2022-03,100.0875,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2022-04,100.0642,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2022-05,100.0038,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2022-06,99.80783,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2022-07,99.51529,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2022-08,99.27505,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2022-09,99.04234,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2022-10,98.81898,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2022-11,98.58799,
KOR,BCI,AMPLITUD,LTRENDIDX,M,2022-12,98.35069,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2003-02,99.45354,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2003-03,99.44975,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2003-04,99.17898,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2003-05,98.77744,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2003-06,98.31404,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2003-07,98.16367,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2003-08,98.35685,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2003-09,98.57498,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2003-10,98.7467,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2003-11,98.87208,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2003-12,99.03411,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2004-01,99.10424,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2004-02,99.14423,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2004-03,99.23733,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2004-04,99.46242,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2004-05,99.73042,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2004-06,99.98212,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2004-07,100.2727,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2004-08,100.4918,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2004-09,100.5664,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2004-10,100.3968,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2004-11,100.3035,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2004-12,100.1399,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2005-01,99.93491,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2005-02,99.60555,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2005-03,99.17618,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2005-04,98.83986,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2005-05,98.75333,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2005-06,98.78117,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2005-07,98.87842,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2005-08,99.14727,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2005-09,99.28874,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2005-10,99.39117,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2005-11,99.49269,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2005-12,99.78898,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2006-01,100.0524,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2006-02,100.1393,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2006-03,100.1777,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2006-04,100.2269,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2006-05,100.2952,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2006-06,100.4739,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2006-07,100.6156,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2006-08,100.7613,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2006-09,100.8865,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2006-10,100.9239,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2006-11,100.9067,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2006-12,100.7761,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2007-01,100.7223,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2007-02,100.7515,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2007-03,100.8805,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2007-04,101.0794,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2007-05,101.1709,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2007-06,101.1952,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2007-07,101.0367,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2007-08,100.794,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2007-09,100.6008,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2007-10,100.5293,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2007-11,100.4602,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2007-12,100.3647,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2008-01,100.1344,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2008-02,99.95876,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2008-03,99.8927,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2008-04,99.82077,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2008-05,99.57958,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2008-06,99.14257,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2008-07,98.74837,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2008-08,98.42139,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2008-09,98.04181,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2008-10,97.46097,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2008-11,96.79646,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2008-12,96.19518,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2009-01,95.76476,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2009-02,95.39935,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2009-03,95.12547,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2009-04,95.29823,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2009-05,95.78965,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2009-06,96.39391,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2009-07,97.09722,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2009-08,97.57238,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2009-09,97.91338,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2009-10,98.30137,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2009-11,98.69175,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2009-12,99.10299,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2010-01,99.4659,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2010-02,99.87503,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2010-03,100.0989,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2010-04,100.2423,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2010-05,100.6211,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2010-06,100.9989,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2010-07,101.1382,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2010-08,101.3249,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2010-09,101.4543,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2010-10,101.2522,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2010-11,101.0771,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2010-12,100.9794,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2011-01,101.1309,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2011-02,101.2593,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2011-03,101.3432,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2011-04,101.3143,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2011-05,101.2691,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2011-06,100.977,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2011-07,100.5031,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2011-08,100.1196,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2011-09,99.75031,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2011-10,99.25601,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2011-11,98.78921,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2011-12,98.48495,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2012-01,98.43417,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2012-02,98.70596,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2012-03,99.21507,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2012-04,99.5065,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2012-05,99.68446,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2012-06,99.61343,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2012-07,99.43096,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2012-08,99.1253,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2012-09,98.76016,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2012-10,98.21642,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2012-11,97.81102,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2012-12,97.72691,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2013-01,97.91095,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2013-02,98.3271,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2013-03,98.61741,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2013-04,98.71497,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2013-05,98.76514,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2013-06,98.91525,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2013-07,99.03873,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2013-08,99.12083,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2013-09,99.09284,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2013-10,99.15881,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2013-11,99.28786,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2013-12,99.33141,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2014-01,99.37357,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2014-02,99.41968,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2014-03,99.55151,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2014-04,99.7261,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2014-05,99.799,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2014-06,99.9418,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2014-07,100.0899,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2014-08,100.2087,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2014-09,100.1593,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2014-10,100.0732,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2014-11,99.93693,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2014-12,99.73379,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2015-01,99.63708,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2015-02,99.60683,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2015-03,99.59924,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2015-04,99.61112,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2015-05,99.8848,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2015-06,100.1349,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2015-07,100.3182,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2015-08,100.538,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2015-09,100.6925,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2015-10,100.7194,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2015-11,100.71,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2015-12,100.91,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2016-01,101.1232,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2016-02,101.0324,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2016-03,100.8047,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2016-04,100.5474,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2016-05,100.4226,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2016-06,100.2852,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2016-07,100.0742,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2016-08,99.93741,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2016-09,99.976,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2016-10,100.3538,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2016-11,100.9201,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2016-12,101.5087,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2017-01,101.7661,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2017-02,101.8181,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2017-03,101.8851,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2017-04,102.1319,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2017-05,102.3041,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2017-06,102.4401,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2017-07,102.4739,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2017-08,102.4507,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2017-09,102.5079,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2017-10,102.5173,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2017-11,102.4509,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2017-12,102.3012,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2018-01,102.2462,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2018-02,102.3054,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2018-03,102.4517,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2018-04,102.5798,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2018-05,102.6001,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2018-06,102.5076,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2018-07,102.4748,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2018-08,102.436,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2018-09,102.2195,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2018-10,102.1355,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2018-11,102.1361,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2018-12,102.0675,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2019-01,101.8113,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2019-02,101.5922,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2019-03,101.2756,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2019-04,100.9817,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2019-05,100.4994,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2019-06,100.0175,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2019-07,99.5919,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2019-08,99.33137,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2019-09,99.21686,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2019-10,99.24929,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2019-11,99.36667,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2019-12,99.59494,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2020-01,99.81785,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2020-02,99.63318,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2020-03,98.6939,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2020-04,97.21702,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2020-05,96.76781,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2020-06,97.35203,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2020-07,98.27388,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2020-08,99.15914,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2020-09,99.90741,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2020-10,100.4554,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2020-11,100.9168,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2020-12,101.2882,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2021-01,101.7632,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2021-02,102.1633,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2021-03,102.5345,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2021-04,102.8885,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2021-05,103.2118,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2021-06,103.4643,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2021-07,103.7497,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2021-08,103.9498,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2021-09,104.088,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2021-10,104.2416,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2021-11,104.3194,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2021-12,104.3588,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2022-01,104.2512,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2022-02,104.1391,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2022-03,103.9884,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2022-04,103.7989,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2022-05,103.6139,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2022-06,103.2731,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2022-07,102.9356,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2022-08,102.5185,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2022-09,101.9781,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2022-10,101.5295,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2022-11,101.2848,
SWE,BCI,AMPLITUD,LTRENDIDX,M,2022-12,101.0953,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2003-02,96.89974,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2003-03,96.81266,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2003-04,97.24926,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2003-05,97.72961,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2003-06,97.83537,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2003-07,97.75442,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2003-08,97.67479,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2003-09,97.71638,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2003-10,97.86425,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2003-11,98.17046,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2003-12,98.8113,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2004-01,99.58276,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2004-02,99.9948,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2004-03,100.1221,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2004-04,100.4694,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2004-05,100.8043,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2004-06,101.0085,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2004-07,101.089,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2004-08,101.1297,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2004-09,101.1421,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2004-10,101.132,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2004-11,101.1735,
MEX,BCI,AMPLITUD,LTRENDIDX,M,2004-12,101.2231,
